Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
SSSQ.SFRS2111CT,2024.06,2030.045,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Trend,
SSSQ.SFRS2111CT,2024.09,2021.625,,R,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Trend,
SSSQ.SFRS2111CT,2024.12,2026.341,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,Repair and Maintenance,Sales (operating income),Current prices,Trend,
SSSQ.SFRS2121CA,2004.06,295.776,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2004.09,299.153,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2004.12,312.962,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2005.03,279.013,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2005.06,304.35,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2005.09,312.244,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2005.12,323.303,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2006.03,327.195,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2006.06,330.784,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2006.09,337.737,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2006.12,356.98,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2007.03,355.557,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2007.06,349.547,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2007.09,359.111,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2007.12,379.283,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2008.03,360.729,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2008.06,372.184,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2008.09,371.74,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2008.12,371.217,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2009.03,345.251,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2009.06,352.16,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2009.09,357.637,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2009.12,367.692,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2010.03,361.506,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2010.06,353.075,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2010.09,379.829,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2010.12,418.155,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2011.03,402.376,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2011.06,424.123,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2011.09,443.938,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2011.12,459.005,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2012.03,432.654,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2012.06,436.196,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2012.09,453.864,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2012.12,486.547,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2013.03,436.462,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2013.06,453.723,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2013.09,471.428,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2013.12,486.672,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2014.03,449.009,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2014.06,462.119,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2014.09,494.272,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2014.12,527.365,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2015.03,493.473,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2015.06,475.782,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2015.09,526.896,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2015.12,556.594,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2016.03,531.523,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2016.06,545.927,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2016.09,573.788,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2016.12,618.274,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2017.03,598.82,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2017.06,612.971,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2017.09,631.934,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2017.12,661.042,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2018.03,627.981,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2018.06,656.135,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2018.09,683.951,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2018.12,712.728,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2019.03,688.084,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2019.06,721.888,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2019.09,747.885,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2019.12,776.197,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2020.03,687.324,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2020.06,484.927,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2020.09,709.916,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2020.12,788.277,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2021.03,738.913,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2021.06,812.128,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2021.09,686.4,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2021.12,755.166,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2022.03,749.971,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2022.06,806.399,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2022.09,876.397,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2022.12,895.611,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2023.03,860.283,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2023.06,885.704,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2023.09,970.304,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2023.12,977.698,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2024.03,916.431,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2024.06,933.681,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2024.09,977.927,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CA,2024.12,1029.385,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Actual,
SSSQ.SFRS2121CS,2004.06,298.661,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2004.09,300.029,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2004.12,306.478,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2005.03,281.409,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2005.06,307.446,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2005.09,313.104,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2005.12,316.112,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2006.03,330.692,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2006.06,334.231,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2006.09,338.468,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2006.12,348.276,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2007.03,360.147,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2007.06,353.703,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2007.09,359.538,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2007.12,368.666,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2008.03,366.627,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2008.06,377.472,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2008.09,371.53,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2008.12,359.26,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2009.03,352.314,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2009.06,358.1,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2009.09,356.776,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2009.12,354.102,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2010.03,370.658,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2010.06,359.833,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2010.09,378.132,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2010.12,401.232,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2011.03,413.774,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2011.06,433.468,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2011.09,441.366,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2011.12,438.835,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2012.03,445.829,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2012.06,447.066,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2012.09,450.562,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2012.12,464.277,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2013.03,450.127,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2013.06,465.775,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
SSSQ.SFRS2121CS,2013.09,467.794,,F,dollars,6,Selected Services Survey (ANZSIC06) - SSS,Industry sales - Subannual Financial Collection,"Personal Care, Funeral and Other Personal Services",Sales (operating income),Current prices,Seasonally adjusted,
